muncod_ibge,pop_total,pop_branca,pop_preta,pop_amarela,pop_parda,pop_indigena
2923407,20078,4492,3188,38,12259,101
2923506,10339,1858,2408,27,5991,54
2923605,20351,6595,2661,11,11072,12
2923704,29252,4594,5615,26,18983,34
2923803,26604,8821,1609,28,16134,12
2923902,9370,1226,1594,2,3945,2603
2924009,112870,33638,8885,148,68367,1832
2924058,13243,2986,1701,2,8541,13
2924108,6235,309,3097,1,2826,2
2924207,13954,1609,653,5,11682,5
2924306,20086,5504,3150,20,11348,64
2924405,35357,7218,4156,15,23955,13
2924504,14731,3425,1426,3,9861,16
2924603,19083,3500,3512,6,12029,36
2924652,10325,1728,1187,6,7401,3
2924678,10974,1352,2270,2,7345,5
2924702,9152,2226,481,6,6439,
2924801,17566,3394,2641,1,11491,39
2924900,8022,2034,878,2,5101,7
2925006,23334,6755,2704,12,13822,41
2925105,48293,13798,5539,90,28686,177
2925204,32136,4209,9397,18,18440,72
2925253,17938,3077,2348,103,12343,67
2925303,168326,34200,28221,255,94748,10892
2925402,10274,1852,1473,1,6921,26
2925501,35003,4674,6137,50,20276,3866
2925600,15130,3295,1615,8,10200,12
2925709,12621,4149,495,10,7960,7
2925758,27734,3937,6293,1,17480,23
2925808,25988,5797,3320,37,16807,26
2925907,25272,4302,1677,9,19162,121
2925931,9461,2193,1631,21,5606,10
2925956,19662,2753,3546,6,13344,12
2926004,40586,10220,5730,40,24567,29
2926103,13651,3588,2400,3,7654,5
2926202,21642,3796,3271,38,14481,56
2926301,33386,8222,6633,13,18492,23
2926400,30711,10255,4610,15,15786,45
2926509,13841,2658,1668,7,9498,9
2926608,54010,14805,4600,35,33883,686
2926657,9740,1793,913,4,6791,239
2926707,13184,5130,2172,13,5780,89
2926806,13146,5386,863,3,6891,3
2926905,10497,4451,581,3,5458,4
2927002,35362,7347,3124,18,24848,25
2927101,10308,2131,1110,10,5083,1974
2927200,28282,4652,5597,6,17979,48
2927309,14987,746,7058,28,7150,5
2927408,2417678,398688,825509,2605,1186416,4395
2927507,20952,2307,5610,6,12991,37
2927606,14965,3086,1366,6,10429,78
2927705,29185,4991,3966,33,14737,5458
2927804,4681,887,839,,2911,41
2927903,10300,1905,3028,4,5312,50
2928000,37834,7378,6152,19,24230,55
2928059,13896,1953,2391,27,9435,90
2928109,38604,10203,5159,131,22984,127
2928208,24755,7261,2780,4,14648,62
2928307,8716,699,3287,1,4718,11
2928406,27390,5478,3689,2,18137,84
2928505,10441,1669,2370,10,6362,30
2928604,56012,3232,28496,69,24143,70
2928703,103055,19680,30432,66,52724,151
2928802,52276,6265,15259,13,30697,41
2928901,32828,7491,3588,37,21692,20
2928950,8426,1638,1002,,5782,4
2929008,11026,932,4535,10,5513,36
2929057,15194,4617,1780,15,8702,80
2929107,20283,2987,6331,12,10936,17
2929206,38733,2224,19332,32,17080,65
2929255,18600,4475,2669,32,11381,42
2929305,39513,2899,18578,30,17972,32
2929354,5315,668,1339,17,3227,64
2929370,10187,2438,1521,6,6218,
2929404,10334,2002,4039,5,4277,11
2929503,40958,3534,15719,74,21555,75
2929602,17963,1655,6431,8,9863,5
2929701,16008,3215,3209,10,9542,32
2929750,11438,701,4918,4,5815,
2929800,10478,1611,2407,6,6435,19
2929909,46160,10097,7299,40,28631,91
2930006,9360,1946,828,5,6581,
2930105,74523,17255,11745,123,45041,358
2930154,34222,7175,6179,24,20513,331
2930204,38154,7357,6047,14,24615,121
2930303,17066,3905,1273,7,11875,4
2930402,17996,1483,4653,4,11851,5
2930501,80435,15252,20648,99,44247,182
2930600,13335,3151,2295,18,7814,57
2930709,114559,12326,35700,121,66026,382
2930758,13408,1848,3023,6,8527,4
2930766,14773,3423,819,2,10526,3
2930774,25475,5626,3697,12,16022,117
2930808,17054,4073,1665,8,11305,3
2930907,11979,3548,748,15,7625,43
2931004,21006,7128,1608,5,12231,34
2931053,17158,5088,1559,3,10504,4
2931103,7717,624,3262,8,3818,4
2931202,18044,1998,5250,87,10666,43
2931301,15818,2321,2211,21,11232,33
2931350,145216,33054,21638,333,89558,630
2931400,7110,340,2402,1,4367,
2931509,21176,3005,5127,34,12943,67
2931608,15332,1650,4805,5,8862,9
2931707,10798,407,4639,5,5745,2
2931806,16296,4684,1312,1,10292,7
2931905,48736,14453,5323,22,28714,224
2932002,24665,7580,1430,14,15620,21
2932101,18626,3367,4912,15,10322,10
2932200,17596,2154,5516,8,9854,64
2932309,16094,2205,3470,4,10395,20
2932408,13432,3609,2348,49,7401,25
2932457,13642,3187,1564,27,8804,60
2932507,18131,1652,3170,95,12621,593
2932606,15355,4290,1143,5,9907,10
2932705,21420,3533,5465,17,12315,90
2932804,16277,2770,2082,10,11332,83
2932903,85655,12567,24359,161,48216,350
2933000,24362,7342,3137,7,13849,24
2933059,13800,3977,1183,12,8608,20
2933109,8101,2276,1109,1,4713,2
2933158,13377,2616,2579,14,8132,36
2933174,9913,1540,3080,2,5281,10
2933208,42529,3811,16465,26,22134,93
2933257,6003,1466,601,10,3923,3
2933307,370879,109419,51546,387,208824,701
2933406,9503,1175,1350,,6966,12
2933455,12968,3028,1875,8,8056,1
2933505,24474,2574,6450,5,15403,42
2933604,44757,8109,8775,30,27803,40
3100104,6272,3620,248,,2404,
3100203,22675,10286,1801,10,10567,11
3100302,13927,5172,1497,3,7252,3
3100401,3909,690,911,,2303,5
3100500,8943,1765,1448,3,5662,65
3100609,12589,2212,1316,6,9049,6
3100708,2108,1050,170,2,885,1
3100807,4357,2498,329,2,1523,5
3100906,18448,4361,1131,10,12940,4
3101003,14037,3635,1336,14,9047,5
3101102,25269,8564,2041,10,14618,35
3101201,6233,3917,499,18,1776,23
3101300,2749,1887,87,2,773,
3101409,2952,2235,87,,630,
3101508,30717,11745,7814,30,11119,9
3101607,78970,48445,6386,198,23854,66
3101631,6931,3684,452,13,2782,
3101706,40364,10769,4382,18,25164,31
3101805,6903,1852,705,28,4304,14
3101904,18300,11752,1052,8,5482,6
3102001,13915,10141,522,15,3224,13
3102050,5795,3318,381,3,2093,
3102100,10891,4987,797,8,5097,1
3102209,3975,1567,208,6,2192,2
3102308,15059,5070,2319,13,7653,4
3102407,4159,512,554,1,3092,
3102506,4541,1430,1140,,1971,
3102605,40553,28974,1664,56,9832,17
3102704,9110,1906,660,11,6533,
3102803,11927,7013,1393,10,3506,5
3102852,7718,1404,1023,1,5286,4
3102902,11095,5468,1026,10,4584,7
3103009,9219,2116,1304,5,5790,4
3103108,1538,780,197,5,555,1
3103207,2181,566,228,7,1379,1
3103306,2049,1072,283,,694,
3103405,34297,6814,5103,15,22138,225
3103504,117808,62649,8940,443,45708,68
3103603,2915,1897,272,7,737,2
3103702,8048,2135,773,8,5099,33
3103751,8479,3290,774,10,4405,
3103801,2631,1874,114,5,637,1
3103900,9199,4987,535,2,3661,13
3104007,111691,56048,12042,283,43239,77
3104106,9177,5767,426,8,2976,
3104205,41416,22249,3593,21,15510,43
3104304,13881,8956,901,5,4017,2
3104403,2688,1133,603,,952,
3104452,4719,1202,282,11,3223,1
3104502,17272,3558,2231,21,11453,9
3104601,14138,7586,1461,2,5085,4
3104700,13736,2208,1646,28,9846,8
3104809,4538,801,532,9,3192,4
3104908,18366,13258,1154,11,3939,4
3105004,7492,1667,705,11,5108,1
3105103,23546,12310,1640,12,9577,7
3105202,4741,1167,303,8,3263,
3105301,5943,3764,359,2,1817,1
3105400,30778,7977,4153,22,18612,14
3105509,4964,1789,1195,2,1978,
3105608,125317,71108,11606,150,42323,125
3105707,5666,1514,1165,,2985,1
3105905,20080,9221,2456,8,8387,8
3106002,10167,2442,2454,1,5267,3
3106101,3244,1271,819,1,1150,3
3106200,2315560,1008878,312920,4881,986302,2486
3106309,23928,4872,2941,10,16092,13
3106408,8627,3631,1093,3,3894,6
3106507,9826,1283,2317,29,6180,17
3106606,4451,812,389,,2557,693
3106655,4201,1175,505,3,2517,1
3106705,411846,124376,60402,615,226010,425
3106804,3361,1821,552,1,987,
3106903,13978,7673,1762,18,4513,10
3107000,2383,1199,111,,1072,1
3107109,39848,19810,4881,63,15078,16
3107208,5348,3582,287,,1470,9
3107307,48032,11126,5233,41,31621,11
3107406,51737,26139,3614,50,21899,31
3107505,6783,4435,506,6,1835,1
3107604,4474,2721,208,2,1534,9
3107703,5631,1332,1130,1,3167,1
3107802,14536,4638,1465,6,8418,9
3107901,12649,9887,285,22,2448,7
3108008,17151,6433,2452,19,8224,23
3108107,7434,3844,463,2,3119,6
3108206,5528,1373,639,4,3500,12
3108255,10204,1647,740,6,7804,3
3108305,17404,12722,655,20,4000,7
3108404,14828,8716,762,25,5318,7
3108503,5790,1140,537,,4113,
3108552,15020,3429,2633,25,8921,12
3108602,32025,7061,3378,42,21514,29
3108701,4260,1517,594,12,2137,
3108800,4441,1171,387,8,2872,3
3108909,14246,10963,497,14,2765,7
3109006,38915,15970,3901,24,18907,113
3109105,10911,8847,300,20,1736,8
3109204,9150,2072,1183,12,5873,10
3109253,4041,1339,338,,2363,1
3109303,24030,6217,2978,53,14763,19
3109402,23910,3754,4358,62,15701,33
3109451,6627,1982,793,19,3816,17
3109501,11410,6960,710,5,3735,
3109600,3693,980,505,3,2203,2
3109709,11883,9409,438,19,2013,4
3109808,2315,1067,273,1,965,9
3109907,11435,3156,1238,2,7022,17
3110004,38776,11407,4731,12,22615,8
3110103,5304,2801,642,14,1844,3
3110202,4088,1301,603,3,2177,4
3110301,14217,10152,759,25,3116,165
3110400,2838,1583,278,1,976,
3110509,26097,17385,1191,91,7403,27
3110608,29536,20907,1437,107,7072,12
3110707,12313,5740,1568,18,4981,5
3110806,2923,561,364,2,1961,35
3110905,15935,9301,1458,29,5140,7
3111002,20696,15586,753,12,4342,3
3111101,18011,9364,1708,25,6896,18
3111150,3714,767,582,4,2360,1
3111200,52277,28863,5480,66,17847,21
3111309,11377,5816,894,12,4648,7
3111408,8466,3499,1035,5,3912,14
3111507,12979,6093,1456,36,5382,12
3111606,26105,15294,1539,23,9218,31
3111705,4715,1958,500,20,2237,
3111804,10608,5278,780,12,4534,3
3111903,5272,2600,752,1,1918,1
3112000,14001,8809,1187,13,3982,9
3112059,3974,783,459,12,2711,9
3112109,5048,2369,418,5,2256,
3112208,4362,2712,165,1,1483,1
3112307,39626,9369,3321,34,26876,23
3112406,6562,4100,381,3,2078,
3112505,10663,2710,1247,11,6682,13
3112604,14655,6858,1272,43,6455,27
3112653,4585,1699,521,14,2351,
3112703,14108,2629,1934,4,9529,12
3112802,10380,6506,636,8,3228,2
3112901,8936,3066,1181,9,4679,1
3113008,19548,2554,1731,13,15239,10
3113107,2933,967,482,2,1482,
3113206,23812,11738,1843,60,10156,11
3113305,31240,15616,3758,61,11756,48
3113404,87360,35289,9363,145,42517,42
3113503,8512,2328,595,3,5583,3
3113602,6816,4495,388,8,1923,2
3113701,18615,4448,2388,7,11762,6
3113800,2605,637,234,4,1273,457
3113909,11547,4160,1765,19,5602,
3114006,11019,5596,1368,5,4038,8
3114105,13797,7498,1032,8,5257,1
3114204,23479,12194,2666,38,8566,15
3114303,29011,16654,2101,69,10183,3
3114402,20954,14446,827,27,5620,34
3114501,18003,8874,1283,31,7805,10
3114550,9422,4794,717,29,3874,6
3114600,4049,1715,720,4,1609,1
3114709,3341,2404,165,2,767,2
3114808,4422,3102,197,3,1101,19
3114907,2214,984,141,,1089,
3115003,2712,1468,127,,1116,1
3115102,17155,9869,1267,21,5991,7
3115201,3560,1622,376,1,1561,
3115300,66261,34939,10700,33,20547,38
3115359,5473,1733,787,10,2942,1
3115409,3110,723,511,1,1875,
3115458,7030,958,1127,2,4935,7
3115474,4739,1000,479,,3259,1
3115508,21056,12177,2353,25,6494,7
3115607,1081,446,118,,516,1
3115706,6171,2052,537,4,3577,1
3115805,10207,4101,1016,7,5080,3
3115904,3075,1688,333,5,1048,1
3116001,6075,2902,363,3,2806,1
3116100,10337,989,2848,3,6492,2
3116159,12355,2256,1391,10,8692,6
3116209,2800,1359,530,,910,1
3116308,5581,3175,583,1,1822,
3116407,4658,2515,139,7,1997,
3116506,7166,1632,833,16,4674,10
3116605,30159,15450,2705,32,11960,11
3116704,7117,3558,734,8,2814,3
3116803,8163,1535,506,4,6110,8
3116902,2773,1451,279,5,1038,
3117009,6660,1559,341,13,4744,2
3117108,10371,7388,342,8,2630,3
3117207,2772,2195,70,2,505,
3117306,28381,12328,2508,118,13361,66
3117405,4409,2186,331,4,1885,3
3117504,23163,5009,3316,10,14813,15
3117603,5415,2534,434,3,2438,3
3117702,12541,6180,1368,7,4982,4
3117801,10880,8331,279,8,2261,1
3117836,7237,1050,961,8,5176,42
3117876,7350,2020,1045,6,4274,5
3117900,11083,7475,412,21,3165,10
3118007,52890,18376,6831,53,27601,29
3118106,4831,901,470,12,3447,1
3118205,6694,3853,459,5,2369,8
3118304,131621,57353,17170,101,56939,54
3118403,20824,7090,2248,17,11418,50
3118502,1563,1183,44,,333,3
3118601,621863,220571,87539,726,312376,634
3118700,9023,5171,922,6,2923,1
3118809,25377,5112,3053,28,17172,11
3118908,7547,1867,823,6,4851,
3119005,3200,1530,281,7,1381,1
3119104,23532,5080,2845,23,15571,12
3119203,10884,2288,898,2,7678,18
3119302,28894,16409,1636,35,10812,
3119401,104736,34481,13016,125,57076,38
3119500,8200,1852,1379,22,4432,515
3119609,2762,1232,486,6,1032,6
3119708,3486,1528,743,9,1202,4
3119807,2960,1448,226,1,1285,
3119906,4272,3333,123,14,799,3
3119955,6133,3966,296,,1869,2
3120003,2875,912,225,26,1712,
3120102,4245,702,958,1,2575,9
3120151,5265,1059,450,4,3752,
3120201,12197,6670,1140,14,4370,3
3120300,5121,765,573,1,3782,
3120409,4667,2274,430,7,1956,
3120508,10374,7382,878,9,2105,
3120607,5434,3098,359,10,1966,1
3120706,3521,1714,335,6,1466,
3120805,15362,9386,1842,25,4106,3
3120839,3983,1322,329,7,2317,8
3120870,7406,1887,670,2,4845,2
3120904,80665,20763,8257,85,51523,37
3121001,5465,907,1173,4,3380,1
3121100,7952,5431,218,8,2295,
3121209,8393,4739,563,22,3064,4
3121258,10494,3741,1048,3,5699,1
3121308,4928,2564,521,3,1839,1
3121407,7653,4881,340,13,2413,6
3121506,2994,1942,165,1,886,
3121605,47702,11960,8436,105,27136,63
3121704,3549,924,780,16,1829,
3121803,6847,2027,1009,1,3806,4
3121902,4226,1871,303,,2051,1
3122009,20706,8972,1748,52,9893,40
3122108,4178,1201,497,3,2475,2
3122207,6516,1645,666,3,4197,4
3122306,231091,124563,21927,352,84066,177
3122355,6321,1349,713,,4258,1
3122405,5851,3047,371,2,2431,
3122454,10213,2407,938,19,6832,17
3122470,3697,1160,373,3,2159,2
3122504,4904,1876,343,,2680,5
3122603,4899,787,660,,3451,1
3122702,5228,2250,669,10,2297,2
3122801,3095,2551,134,5,404,1
3122900,6093,2880,745,6,2461,1
3123007,10007,6068,651,31,3248,9
3123106,5029,1160,612,30,3222,5
3123205,12630,6934,865,7,4819,5
3123304,4987,2385,328,13,2252,9
3123403,1461,940,113,,408,
3123502,1829,1120,99,,610,
3123528,7817,3312,712,7,3783,3
3123601,26336,14150,2026,54,10088,18
3123700,13622,3855,1708,4,8052,3
3123809,6354,1193,700,1,4455,5
3123858,5179,1886,540,9,2744,
3123908,14746,6492,987,8,7234,23
3124005,20255,8673,1549,12,9993,28
3124104,85598,20386,15477,129,49472,133
3124203,24102,12743,2202,14,9132,11
3124302,30443,8263,2491,27,19648,14
3124401,6611,4112,353,3,2130,13
3124500,11502,8536,380,24,2560,2
3124609,2186,886,446,4,850,
3124708,2772,1307,333,,1130,2
3124807,6840,3290,558,4,2982,6
3124906,10801,4889,1045,6,4851,10
3125002,3875,1493,651,5,1724,2
3125101,53482,29165,3938,248,20078,53
3125200,2578,1645,128,1,804,
3125309,3188,1252,694,3,1238,1
3125408,5133,1114,781,2,3235,1
3125507,3032,655,475,,1891,11
3125606,6489,1407,668,2,4400,11
3125705,13978,3340,1125,40,9465,8
3125804,2789,840,299,6,1639,5
3125903,9590,2409,1098,2,6072,8
3125952,10445,4416,598,21,5405,4
3126000,8045,3419,675,8,3932,8
3126109,68248,40753,4847,83,22535,26
3126208,7949,1479,809,3,5655,3
3126307,3477,2111,182,2,1182,
3126406,3093,729,568,2,1793,1
3126505,7366,880,938,1,5545,2
3126604,4503,1090,517,1,2894,1
3126703,23476,5202,2554,34,15674,12
3126752,5034,738,709,13,3573,1
3126802,5640,1004,846,4,3785,1
3126901,8226,1456,1111,9,5646,4
3126950,3391,648,114,,2629,
3127008,14540,6533,1080,29,6888,10
3127057,4345,1095,433,,2814,3
3127073,4647,989,221,3,3434,
3127107,58588,31071,4627,167,22689,34
3127206,4686,1073,599,5,3004,5
3127305,6222,1655,640,3,3914,10
3127339,4793,1511,297,12,2967,6
3127354,2928,564,247,,2117,
3127370,2830,930,216,,1683,1
3127388,4053,1752,656,1,1638,6
3127404,4727,3742,151,30,800,4
3127503,5230,1120,618,1,3490,1
3127602,11331,2762,1582,12,6958,17
3127701,257171,76563,31213,344,148806,241
3127800,13901,2609,1253,4,10030,5
3127909,1392,775,142,2,473,
3128006,32244,8853,3647,22,19660,62
3128105,13772,8241,964,4,4549,13
3128204,9753,2221,1435,7,6084,5
3128253,5051,981,366,2,3702,
3128303,19150,11470,1213,19,6438,10
3128402,7714,3200,1676,3,2835,
3128501,3149,1402,543,,1200,4
3128600,6539,2250,617,8,3658,6
3128709,50911,32987,3098,131,14668,25
3128808,7131,3534,1001,23,2571,2
3128907,8478,4157,503,14,3786,18
3129004,7778,4577,519,,2679,3
3129103,5192,2742,406,1,2043,
3129202,6134,4358,337,5,1433,1
3129301,12030,5966,900,2,5157,4
3129400,5198,2624,376,10,2185,3
3129509,22229,9818,2363,94,9940,14
3129608,6286,1098,988,34,4160,6
3129657,5081,1501,212,,3368,
3129707,10948,5759,819,15,4352,3
3129806,170537,47794,29357,186,93057,140
3129905,3365,2403,128,1,833,
3130002,2698,1089,356,1,1250,2
3130051,10677,1864,1292,10,7509,2
3130101,45847,14203,5622,87,25869,66
3130200,10830,4630,746,16,5438,
3130309,6826,2894,922,7,3002,1
3130408,7003,2642,852,10,3494,5
3130507,12741,7492,1204,7,4037,
3130556,6986,2315,428,,4241,2
3130606,7301,5596,200,11,1489,5
3130655,6346,1809,365,1,4170,1
3130705,6171,2627,408,22,3112,2
3130804,2580,1162,388,4,1026,
3130903,22692,8483,1639,11,12550,7
3131000,6239,1454,991,4,3787,3
3131109,7371,1567,678,4,5121,1
3131158,17136,4491,2282,58,10300,2
3131208,19522,9206,1892,9,8374,41
3131307,227731,84207,24469,477,118388,185
3131406,3775,1767,232,,1775,1
3131505,9135,6122,692,3,2317,1
3131604,7180,3696,698,8,2776,2
3131703,113343,29780,18061,122,65292,84
3131802,10362,3043,1000,28,6280,11
3131901,53365,20214,6643,54,26425,29
3132008,4252,1088,203,17,2944,
3132107,17208,2604,2867,21,10824,890
3132206,13846,8232,1492,41,4072,9
3132305,10463,2283,1113,10,7040,17
3132404,93073,65585,5233,199,22017,34
3132503,32948,8894,2630,29,21381,14
3132602,3690,1636,645,1,1408,
3132701,21042,3821,3134,19,14047,21
3132800,2142,542,112,,1487,1
3132909,10770,6454,548,9,3755,4
3133006,14786,10594,619,4,3567,2
3133105,15236,11714,904,21,2592,4
3133204,11128,3671,832,22,6599,4
3133303,19151,4655,1762,5,12726,2
3133402,13690,8272,920,9,4485,4
3133501,21046,12031,1710,22,7238,45
3133600,12692,7499,728,14,4447,4
3133709,12966,4557,1261,40,7095,13
3133758,14406,9475,797,21,4105,8
3133808,97669,49690,7918,72,39948,40
3133907,5642,2218,658,1,2765,
3134004,13745,3560,1372,2,8795,11
3134103,6055,2753,459,1,2819,23
3134202,102217,51214,9954,172,40805,71
3134301,6638,2834,990,5,2809,
3134400,38295,18081,3568,96,16526,24
3134509,4217,2095,612,9,1500,
3134608,20406,5220,2820,27,12326,13
3134707,11042,2752,956,16,7311,7
3134806,7495,5227,295,6,1966,1
3134905,25525,17254,1143,25,7077,26
3135001,3092,963,593,16,1518,2
3135050,37660,8321,5318,23,23903,94
3135076,4296,664,817,2,2812,1
3135100,70699,16047,13035,100,41358,158
3135209,65150,11143,10953,138,42644,272
3135308,4506,2301,286,2,1917,
3135357,8127,2306,294,7,5512,8
3135407,6197,2482,529,7,3174,4
3135456,6100,816,1117,3,4157,7
3135506,12419,4006,1355,9,7046,3
3135605,6484,1153,1061,8,4258,4
3135704,5883,1409,701,4,3763,6
3135803,24007,5391,2606,14,15960,36
3135902,5138,3432,253,1,1445,7
3136009,13888,2869,1265,12,9729,12
3136108,4329,1233,416,2,2678,
3136207,80187,27637,14004,81,38386,74
3136306,46801,14179,5134,69,27401,18
3136405,3854,699,448,,2707,
3136504,10304,2675,1018,,6598,13
3136520,3969,752,438,9,2770,
3136553,4268,815,425,,3026,2
3136579,3630,729,116,,2785,
3136603,5909,1646,795,,3468,
3136652,30716,8421,4576,34,17609,76
3136702,540756,286197,91844,837,161339,514
3136801,3768,728,264,,2773,3
3136900,11084,8585,294,7,2196,2
3136959,5789,1472,548,,3769,
3137007,14383,2451,2000,25,9741,166
3137106,6631,3384,296,1,2946,4
3137205,51412,24966,5128,74,21196,45
3137304,3313,661,409,1,2242,
3137403,12769,7375,1224,10,4153,7
3137502,18904,9453,834,25,8568,7
3137536,8969,3206,730,3,5025,5
3137601,75145,27292,8724,104,38950,73
3137700,20835,8881,1860,3,10091,
3137809,20414,13264,1252,29,5867,2
3137908,3184,1401,418,10,1351,4
3138005,5963,3920,891,2,1148,2
3138104,7124,1346,996,22,4760,
3138203,104761,51955,15855,252,36629,68
3138302,3199,1468,294,7,1430,
3138351,4341,1174,483,2,2681,1
3138401,51145,22613,10857,25,17616,27
3138500,4737,3063,361,5,1306,2
3138609,17221,9006,2156,28,6028,3
3138625,8687,3822,638,39,4186,
3138658,8790,2708,432,3,5642,5
3138674,6956,3046,393,4,3506,7
3138682,6210,1137,991,3,4065,14
3138708,5586,3102,519,4,1958,1
3138807,17875,8264,1583,20,8001,7
3138906,6487,1417,345,1,4721,3
3139003,37684,20354,4128,32,13150,20
3139102,5191,2953,594,12,1631,1
3139201,17516,2895,2056,21,12539,5
3139250,5997,2577,430,20,2966,4
3139300,18886,3328,3763,15,11644,136
3139409,91886,38287,8781,37,44755,23
3139508,20613,9595,2393,30,8585,7
3139607,26535,8410,2107,30,15958,30
3139706,7333,2830,656,,3847,
3139805,12721,6493,2487,8,3727,6
3139904,14247,9854,697,65,3629,2
3140001,61387,16282,13618,84,31337,65
3140100,4224,581,613,5,3022,3
3140159,15900,4739,1963,8,9178,11
3140209,3387,1736,448,5,1198,
3140308,4592,1223,779,5,2582,3
3140407,3200,2416,74,5,705,
3140506,14003,6772,978,9,6125,119
3140530,8396,3507,822,3,4063,1
3140555,9112,2080,605,2,6424,1
3140605,3963,479,725,22,2737,
3140704,37841,12155,4782,41,20829,27
3140803,14121,6241,2306,4,5566,4
3140852,8895,1195,2358,6,5325,11
3140902,18552,6463,2576,11,9482,20
3141009,12038,4182,1124,2,6718,12
3141108,37618,10119,4928,55,22485,26
3141207,3814,2475,181,,1158,
3141306,3900,2174,280,2,1444,
3141405,20156,4269,1262,8,14616,1
3141504,5606,1686,496,3,3420,1
